DateTime,kWh/hh
2020-01-01 00:10:00+00:00,0.0
2020-01-01 01:10:00+00:00,0.0
2020-01-01 02:10:00+00:00,0.0
2020-01-01 03:10:00+00:00,0.0
2020-01-01 04:10:00+00:00,0.0
2020-01-01 05:10:00+00:00,0.0
2020-01-01 06:10:00+00:00,0.0
2020-01-01 07:10:00+00:00,0.0
2020-01-01 08:10:00+00:00,0.0
2020-01-01 09:10:00+00:00,0.5583875217830446
2020-01-01 10:10:00+00:00,0.8569736913753209
2020-01-01 11:10:00+00:00,0.7039540566312398
2020-01-01 12:10:00+00:00,0.6988392426004402
2020-01-01 13:10:00+00:00,0.39400708609571333
2020-01-01 14:10:00+00:00,0.2575988405267032
2020-01-01 15:10:00+00:00,0.0
2020-01-01 16:10:00+00:00,0.0
2020-01-01 17:10:00+00:00,0.0
2020-01-01 18:10:00+00:00,0.0
2020-01-01 19:10:00+00:00,0.0
2020-01-01 20:10:00+00:00,0.0
2020-01-01 21:10:00+00:00,0.0
2020-01-01 22:10:00+00:00,0.0
2020-01-01 23:10:00+00:00,0.0
2020-01-02 00:10:00+00:00,0.0
2020-01-02 01:10:00+00:00,0.0
2020-01-02 02:10:00+00:00,0.0
2020-01-02 03:10:00+00:00,0.0
2020-01-02 04:10:00+00:00,0.0
2020-01-02 05:10:00+00:00,0.0
2020-01-02 06:10:00+00:00,0.0
2020-01-02 07:10:00+00:00,0.0
2020-01-02 08:10:00+00:00,0.0
2020-01-02 09:10:00+00:00,1.2491650141345785
2020-01-02 10:10:00+00:00,1.0510714511274208
2020-01-02 11:10:00+00:00,1.8277005218691291
2020-01-02 12:10:00+00:00,2.679150231527327
2020-01-02 13:10:00+00:00,1.5749262974892835
2020-01-02 14:10:00+00:00,0.5294385827152428
2020-01-02 15:10:00+00:00,0.0
2020-01-02 16:10:00+00:00,0.0
2020-01-02 17:10:00+00:00,0.0
2020-01-02 18:10:00+00:00,0.0
2020-01-02 19:10:00+00:00,0.0
2020-01-02 20:10:00+00:00,0.0
2020-01-02 21:10:00+00:00,0.0
2020-01-02 22:10:00+00:00,0.0
2020-01-02 23:10:00+00:00,0.0
2020-01-03 00:10:00+00:00,0.0
2020-01-03 01:10:00+00:00,0.0
2020-01-03 02:10:00+00:00,0.0
2020-01-03 03:10:00+00:00,0.0
2020-01-03 04:10:00+00:00,0.0
2020-01-03 05:10:00+00:00,0.0
2020-01-03 06:10:00+00:00,0.0
2020-01-03 07:10:00+00:00,0.0
2020-01-03 08:10:00+00:00,0.0
2020-01-03 09:10:00+00:00,0.9050738980518473
2020-01-03 10:10:00+00:00,0.0
2020-01-03 11:10:00+00:00,3.21989499119866
2020-01-03 12:10:00+00:00,8.747842135392478
2020-01-03 13:10:00+00:00,1.0754026663625051
2020-01-03 14:10:00+00:00,5.477612433324508
2020-01-03 15:10:00+00:00,1.227441414296356
2020-01-03 16:10:00+00:00,0.0
2020-01-03 17:10:00+00:00,0.0
2020-01-03 18:10:00+00:00,0.0
2020-01-03 19:10:00+00:00,0.0
2020-01-03 20:10:00+00:00,0.0
2020-01-03 21:10:00+00:00,0.0
2020-01-03 22:10:00+00:00,0.0
2020-01-03 23:10:00+00:00,0.0
2020-01-04 00:10:00+00:00,0.0
2020-01-04 01:10:00+00:00,0.0
2020-01-04 02:10:00+00:00,0.0
2020-01-04 03:10:00+00:00,0.0
2020-01-04 04:10:00+00:00,0.0
2020-01-04 05:10:00+00:00,0.0
2020-01-04 06:10:00+00:00,0.0
2020-01-04 07:10:00+00:00,0.0
2020-01-04 08:10:00+00:00,0.0
2020-01-04 09:10:00+00:00,1.4356731930123314
2020-01-04 10:10:00+00:00,2.80602560677147
2020-01-04 11:10:00+00:00,1.1507015434219354
2020-01-04 12:10:00+00:00,5.917892898451674
2020-01-04 13:10:00+00:00,8.481774447981838
2020-01-04 14:10:00+00:00,5.013103171420568
2020-01-04 15:10:00+00:00,0.8610424940951321
2020-01-04 16:10:00+00:00,0.0
2020-01-04 17:10:00+00:00,0.0
2020-01-04 18:10:00+00:00,0.0
2020-01-04 19:10:00+00:00,0.0
2020-01-04 20:10:00+00:00,0.0
2020-01-04 21:10:00+00:00,0.0
2020-01-04 22:10:00+00:00,0.0
2020-01-04 23:10:00+00:00,0.0
2020-01-05 00:10:00+00:00,0.0
2020-01-05 01:10:00+00:00,0.0
2020-01-05 02:10:00+00:00,0.0
2020-01-05 03:10:00+00:00,0.0
2020-01-05 04:10:00+00:00,0.0
2020-01-05 05:10:00+00:00,0.0
2020-01-05 06:10:00+00:00,0.0
2020-01-05 07:10:00+00:00,0.0
2020-01-05 08:10:00+00:00,0.0
2020-01-05 09:10:00+00:00,0.8032262981965649
2020-01-05 10:10:00+00:00,1.389732137686796
2020-01-05 11:10:00+00:00,2.4070323621163396
2020-01-05 12:10:00+00:00,0.9761605565282881
2020-01-05 13:10:00+00:00,0.7426217564571586
2020-01-05 14:10:00+00:00,0.320785028028733
2020-01-05 15:10:00+00:00,0.0
2020-01-05 16:10:00+00:00,0.0
2020-01-05 17:10:00+00:00,0.0
2020-01-05 18:10:00+00:00,0.0
2020-01-05 19:10:00+00:00,0.0
2020-01-05 20:10:00+00:00,0.0
2020-01-05 21:10:00+00:00,0.0
2020-01-05 22:10:00+00:00,0.0
2020-01-05 23:10:00+00:00,0.0
2020-01-06 00:10:00+00:00,0.0
2020-01-06 01:10:00+00:00,0.0
2020-01-06 02:10:00+00:00,0.0
2020-01-06 03:10:00+00:00,0.0
2020-01-06 04:10:00+00:00,0.0
2020-01-06 05:10:00+00:00,0.0
2020-01-06 06:10:00+00:00,0.0
2020-01-06 07:10:00+00:00,0.0
2020-01-06 08:10:00+00:00,0.0
2020-01-06 09:10:00+00:00,0.6178407761637758
2020-01-06 10:10:00+00:00,2.0035533918497
2020-01-06 11:10:00+00:00,6.803784507539666
2020-01-06 12:10:00+00:00,8.741189079104029
2020-01-06 13:10:00+00:00,0.9462108398054287
2020-01-06 14:10:00+00:00,6.57903472662569
2020-01-06 15:10:00+00:00,0.06603920728812236
2020-01-06 16:10:00+00:00,0.0
2020-01-06 17:10:00+00:00,0.0
2020-01-06 18:10:00+00:00,0.0
2020-01-06 19:10:00+00:00,0.0
2020-01-06 20:10:00+00:00,0.0
2020-01-06 21:10:00+00:00,0.0
2020-01-06 22:10:00+00:00,0.0
2020-01-06 23:10:00+00:00,0.0
2020-01-07 00:10:00+00:00,0.0
2020-01-07 01:10:00+00:00,0.0
2020-01-07 02:10:00+00:00,0.0
2020-01-07 03:10:00+00:00,0.0
2020-01-07 04:10:00+00:00,0.0
2020-01-07 05:10:00+00:00,0.0
2020-01-07 06:10:00+00:00,0.0
2020-01-07 07:10:00+00:00,0.0
2020-01-07 08:10:00+00:00,0.0
2020-01-07 09:10:00+00:00,0.739679852938488
2020-01-07 10:10:00+00:00,7.10388760457208
2020-01-07 11:10:00+00:00,3.6693197733137466
2020-01-07 12:10:00+00:00,3.5169434473661334
2020-01-07 13:10:00+00:00,2.736219650943028
2020-01-07 14:10:00+00:00,2.4881317159171727
2020-01-07 15:10:00+00:00,0.628278547685244
2020-01-07 16:10:00+00:00,0.0
2020-01-07 17:10:00+00:00,0.0
2020-01-07 18:10:00+00:00,0.0
